beta[6] output .pE_1 .pE_2 .pE_3 .pE_4 .pE_5 .pE_6 .pE_7 .pE_8 .pEP_1 .pEP_2 .pEP_3 .pEP_4 .pEP_5 .pEP_6 .pEP_7 .pEP_8 .pA_1 .pA_2 .pA_3 .pA_4 .pA_5 .pA_6 .pA_7 .pA_8 .pP_1 .pP_2 .pP_3 .pP_4 .pP_5 .pP_6 .pP_7 .pP_8 .pI1_1 .pI1_2 .pI1_3 .pI1_4 .pI1_5 .pI1_6 .pI1_7 .pI1_8 .pI1H_1 .pI1H_2 .pI1H_3 .pI1H_4 .pI1H_5 .pI1H_6 .pI1H_7 .pI1H_8 .pI1D_1 .pI1D_2 .pI1D_3 .pI1D_4 .pI1D_5 .pI1D_6 .pI1D_7 .pI1D_8 .pI2_1 .pI2_2 .pI2_3 .pI2_4 .pI2_5 .pI2_6 .pI2_7 .pI2_8 .pH_1 .pH_2 .pH_3 .pH_4 .pH_5 .pH_6 .pH_7 .pH_8 .pHD_1 .pHD_2 .pHD_3 .pHD_4 .pHD_5 .pHD_6 .pHD_7 .pHD_8 .lock_1_restrict .lock_2_release .p_home_weekend beta[3] beta[1] beta[2] repeats .seedName
0.0537488036993069 Ens0000_1 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.099097766567551 0.123797219040338 0.171727110619179 0.229040076381606 0.297586934025495 0.396904914160683 0.515690172526572 0.670025350033394 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.0487396043566585 0.0608876232580645 0.0844611510309414 0.11264958930279 0.146363232275539 0.195211145048547 0.253633717995338 0.329540933168241 1.05842112018072e-05 1.32222547278716e-05 1.8341442706789e-05 2.44627969536375e-05 3.1783995439262e-05 4.23917267161436e-05 5.50786752292443e-05 7.15625594900173e-05 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.41397515446857 0.35316177760444 0.275747523498478 0.219384715426953 0.176971200804848 0.138879710585018 0.110930482361024 0.0883161652882043 0.0488014280498818 0.0609648560914264 0.0845682856775917 0.112792479540466 0.146548886543579 0.195458760393492 0.253955439383507 0.329958938973287 0.20476623729337 0.432033565477468 0.35423179785721 0.0702821494488867 0.0702821494488867 0.0702821494488867 1 inputs/ns_Ens0000_1.csv
0.0537488036993069 Ens0000_2 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.099097766567551 0.123797219040338 0.171727110619179 0.229040076381606 0.297586934025495 0.396904914160683 0.515690172526572 0.670025350033394 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.0487396043566585 0.0608876232580645 0.0844611510309414 0.11264958930279 0.146363232275539 0.195211145048547 0.253633717995338 0.329540933168241 1.05842112018072e-05 1.32222547278716e-05 1.8341442706789e-05 2.44627969536375e-05 3.1783995439262e-05 4.23917267161436e-05 5.50786752292443e-05 7.15625594900173e-05 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.41397515446857 0.35316177760444 0.275747523498478 0.219384715426953 0.176971200804848 0.138879710585018 0.110930482361024 0.0883161652882043 0.0488014280498818 0.0609648560914264 0.0845682856775917 0.112792479540466 0.146548886543579 0.195458760393492 0.253955439383507 0.329958938973287 0.20476623729337 0.432033565477468 0.35423179785721 0.0702821494488867 0.0702821494488867 0.0702821494488867 1 inputs/ns_Ens0000_2.csv
0.0537488036993069 Ens0000_3 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.099097766567551 0.123797219040338 0.171727110619179 0.229040076381606 0.297586934025495 0.396904914160683 0.515690172526572 0.670025350033394 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.0487396043566585 0.0608876232580645 0.0844611510309414 0.11264958930279 0.146363232275539 0.195211145048547 0.253633717995338 0.329540933168241 1.05842112018072e-05 1.32222547278716e-05 1.8341442706789e-05 2.44627969536375e-05 3.1783995439262e-05 4.23917267161436e-05 5.50786752292443e-05 7.15625594900173e-05 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.41397515446857 0.35316177760444 0.275747523498478 0.219384715426953 0.176971200804848 0.138879710585018 0.110930482361024 0.0883161652882043 0.0488014280498818 0.0609648560914264 0.0845682856775917 0.112792479540466 0.146548886543579 0.195458760393492 0.253955439383507 0.329958938973287 0.20476623729337 0.432033565477468 0.35423179785721 0.0702821494488867 0.0702821494488867 0.0702821494488867 1 inputs/ns_Ens0000_3.csv
0.0537488036993069 Ens0000_4 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.099097766567551 0.123797219040338 0.171727110619179 0.229040076381606 0.297586934025495 0.396904914160683 0.515690172526572 0.670025350033394 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.0487396043566585 0.0608876232580645 0.0844611510309414 0.11264958930279 0.146363232275539 0.195211145048547 0.253633717995338 0.329540933168241 1.05842112018072e-05 1.32222547278716e-05 1.8341442706789e-05 2.44627969536375e-05 3.1783995439262e-05 4.23917267161436e-05 5.50786752292443e-05 7.15625594900173e-05 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.41397515446857 0.35316177760444 0.275747523498478 0.219384715426953 0.176971200804848 0.138879710585018 0.110930482361024 0.0883161652882043 0.0488014280498818 0.0609648560914264 0.0845682856775917 0.112792479540466 0.146548886543579 0.195458760393492 0.253955439383507 0.329958938973287 0.20476623729337 0.432033565477468 0.35423179785721 0.0702821494488867 0.0702821494488867 0.0702821494488867 1 inputs/ns_Ens0000_4.csv
0.0537488036993069 Ens0000_5 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.399277813264044 0.099097766567551 0.123797219040338 0.171727110619179 0.229040076381606 0.297586934025495 0.396904914160683 0.515690172526572 0.670025350033394 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.179192852429635 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.390910953802727 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.293260218377232 0.0487396043566585 0.0608876232580645 0.0844611510309414 0.11264958930279 0.146363232275539 0.195211145048547 0.253633717995338 0.329540933168241 1.05842112018072e-05 1.32222547278716e-05 1.8341442706789e-05 2.44627969536375e-05 3.1783995439262e-05 4.23917267161436e-05 5.50786752292443e-05 7.15625594900173e-05 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.997573167037311 0.41397515446857 0.35316177760444 0.275747523498478 0.219384715426953 0.176971200804848 0.138879710585018 0.110930482361024 0.0883161652882043 0.0488014280498818 0.0609648560914264 0.0845682856775917 0.112792479540466 0.146548886543579 0.195458760393492 0.253955439383507 0.329958938973287 0.20476623729337 0.432033565477468 0.35423179785721 0.0702821494488867 0.0702821494488867 0.0702821494488867 1 inputs/ns_Ens0000_5.csv
0.0200761163368567 Ens0001_1 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.195357971214569 0.218992653163244 0.259040924639631 0.300299464412989 0.343483300020832 0.398191332796383 0.455452270938779 0.520947479309814 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.121894908542998 0.1366419259115 0.161630311891193 0.187373852843343 0.214318694966894 0.248454136742233 0.284182480840808 0.325048652744402 0.0248339635363652 0.0278384113511018 0.0329293595594382 0.0381741574344627 0.0436636994898912 0.050618200924604 0.0578972284505629 0.0662229988625953 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.888726624968679 0.709987123710737 0.413062933344614 0.224137254023038 0.121291104014918 0.0597257622100481 0.0308899580227743 0.0158596373550765 4.50355124009232e-09 5.04839719921747e-09 5.97162260716839e-09 6.92274810670906e-09 7.91825709564117e-09 9.17943127408683e-09 1.04994571085935e-08 1.20093060543297e-08 0.51817197073251 0.882422268157825 0.593204462085851 0.0439931540499361 0.0439931540499361 0.0439931540499361 1 inputs/ns_Ens0001_1.csv
0.0200761163368567 Ens0001_2 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.195357971214569 0.218992653163244 0.259040924639631 0.300299464412989 0.343483300020832 0.398191332796383 0.455452270938779 0.520947479309814 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.121894908542998 0.1366419259115 0.161630311891193 0.187373852843343 0.214318694966894 0.248454136742233 0.284182480840808 0.325048652744402 0.0248339635363652 0.0278384113511018 0.0329293595594382 0.0381741574344627 0.0436636994898912 0.050618200924604 0.0578972284505629 0.0662229988625953 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.888726624968679 0.709987123710737 0.413062933344614 0.224137254023038 0.121291104014918 0.0597257622100481 0.0308899580227743 0.0158596373550765 4.50355124009232e-09 5.04839719921747e-09 5.97162260716839e-09 6.92274810670906e-09 7.91825709564117e-09 9.17943127408683e-09 1.04994571085935e-08 1.20093060543297e-08 0.51817197073251 0.882422268157825 0.593204462085851 0.0439931540499361 0.0439931540499361 0.0439931540499361 1 inputs/ns_Ens0001_2.csv
0.0200761163368567 Ens0001_3 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.195357971214569 0.218992653163244 0.259040924639631 0.300299464412989 0.343483300020832 0.398191332796383 0.455452270938779 0.520947479309814 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.121894908542998 0.1366419259115 0.161630311891193 0.187373852843343 0.214318694966894 0.248454136742233 0.284182480840808 0.325048652744402 0.0248339635363652 0.0278384113511018 0.0329293595594382 0.0381741574344627 0.0436636994898912 0.050618200924604 0.0578972284505629 0.0662229988625953 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.888726624968679 0.709987123710737 0.413062933344614 0.224137254023038 0.121291104014918 0.0597257622100481 0.0308899580227743 0.0158596373550765 4.50355124009232e-09 5.04839719921747e-09 5.97162260716839e-09 6.92274810670906e-09 7.91825709564117e-09 9.17943127408683e-09 1.04994571085935e-08 1.20093060543297e-08 0.51817197073251 0.882422268157825 0.593204462085851 0.0439931540499361 0.0439931540499361 0.0439931540499361 1 inputs/ns_Ens0001_3.csv
0.0200761163368567 Ens0001_4 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.195357971214569 0.218992653163244 0.259040924639631 0.300299464412989 0.343483300020832 0.398191332796383 0.455452270938779 0.520947479309814 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.121894908542998 0.1366419259115 0.161630311891193 0.187373852843343 0.214318694966894 0.248454136742233 0.284182480840808 0.325048652744402 0.0248339635363652 0.0278384113511018 0.0329293595594382 0.0381741574344627 0.0436636994898912 0.050618200924604 0.0578972284505629 0.0662229988625953 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.888726624968679 0.709987123710737 0.413062933344614 0.224137254023038 0.121291104014918 0.0597257622100481 0.0308899580227743 0.0158596373550765 4.50355124009232e-09 5.04839719921747e-09 5.97162260716839e-09 6.92274810670906e-09 7.91825709564117e-09 9.17943127408683e-09 1.04994571085935e-08 1.20093060543297e-08 0.51817197073251 0.882422268157825 0.593204462085851 0.0439931540499361 0.0439931540499361 0.0439931540499361 1 inputs/ns_Ens0001_4.csv
0.0200761163368567 Ens0001_5 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.987538565210624 0.195357971214569 0.218992653163244 0.259040924639631 0.300299464412989 0.343483300020832 0.398191332796383 0.455452270938779 0.520947479309814 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.134569424577858 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.344637292960345 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.208763132714432 0.121894908542998 0.1366419259115 0.161630311891193 0.187373852843343 0.214318694966894 0.248454136742233 0.284182480840808 0.325048652744402 0.0248339635363652 0.0278384113511018 0.0329293595594382 0.0381741574344627 0.0436636994898912 0.050618200924604 0.0578972284505629 0.0662229988625953 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.971179582700059 0.888726624968679 0.709987123710737 0.413062933344614 0.224137254023038 0.121291104014918 0.0597257622100481 0.0308899580227743 0.0158596373550765 4.50355124009232e-09 5.04839719921747e-09 5.97162260716839e-09 6.92274810670906e-09 7.91825709564117e-09 9.17943127408683e-09 1.04994571085935e-08 1.20093060543297e-08 0.51817197073251 0.882422268157825 0.593204462085851 0.0439931540499361 0.0439931540499361 0.0439931540499361 1 inputs/ns_Ens0001_5.csv
